store_id,item_id,volume_tier,model,mae,rmse,wmape,actual_sum,sum_abs_error
TX_1,FOODS_3_453,medium,prophet,0.3424273550685491,0.518518128251503,1.3697094202741964,7.0,9.587965941919375
TX_1,FOODS_1_188,medium,sarima,1.043531771983522,1.1975461786093673,0.8593791063393711,34.0,29.218889615538615
TX_1,FOODS_1_188,medium,prophet,1.00540937422915,1.243430238718683,0.8279841905416531,34.0,28.151462478416203
CA_1,HOUSEHOLD_1_120,medium,sarima,0.5207129301320661,0.5560097119480695,1.4579962043697852,10.0,14.57996204369785
CA_1,HOUSEHOLD_1_120,medium,prophet,0.4561752663436217,0.5468653089114551,1.277290745762141,10.0,12.772907457621407
CA_1,HOUSEHOLD_2_152,medium,sarima,0.6230734750765787,1.0481708281388842,1.4538381085120171,12.0,17.446057302144204
CA_1,HOUSEHOLD_2_152,medium,prophet,0.6158964963683975,1.0633786133495022,1.4370918248595943,12.0,17.24510189831513
TX_1,FOODS_3_208,medium,sarima,0.719278355215371,0.8479271760338427,1.1188774414461329,18.0,20.139793946030387
TX_1,FOODS_3_208,medium,prophet,0.6902765045266251,0.8688716276268162,1.0737634514858614,18.0,19.327742126745505
TX_1,FOODS_2_025,medium,sarima,0.5506964764418328,0.6267379388949034,1.1861154877208708,13.0,15.419501340371319
TX_1,FOODS_2_025,medium,prophet,0.5146398336454957,0.6587230537876806,1.1084550263133752,13.0,14.40991534207388
TX_1,HOBBIES_1_010,medium,sarima,0.5987133452673259,0.6991106802165744,2.0954967084356406,8.0,16.763973667485125
TX_1,HOBBIES_1_010,medium,prophet,0.6166796803916014,0.7050689014394567,2.158378881370605,8.0,17.26703105096484
CA_1,FOODS_3_402,medium,sarima,0.6528238573447485,0.8318002194282764,0.9139534002826478,20.0,18.279068005652956
CA_1,FOODS_3_402,medium,prophet,0.6849474585936849,0.8230168796572014,0.9589264420311588,20.0,19.178528840623176
CA_1,FOODS_3_678,high,sarima,0.990592841266964,1.2131332095235678,1.027281465017592,27.0,27.736599555474992
CA_1,FOODS_3_678,high,prophet,1.9139109401120544,2.1599529337284302,1.984796530486575,27.0,53.58950632313753
CA_1,HOUSEHOLD_1_141,high,sarima,0.8650982729389021,1.0799828761604444,0.8650982729389021,28.0,24.222751642289257
CA_1,HOUSEHOLD_1_141,high,prophet,0.8528749366813253,1.0735282503630277,0.8528749366813253,28.0,23.88049822707711
CA_1,FOODS_3_458,high,sarima,2.825795903922104,3.3333485519330783,0.4709659839870173,168.0,79.12228530981892
CA_1,FOODS_3_458,high,prophet,2.5869812020268346,3.183698111950112,0.4311635336711391,168.0,72.43547365675137
CA_1,FOODS_3_524,high,sarima,0.7275037668317541,1.4763901562594963,inf,0.0,20.370105471289115
CA_1,FOODS_3_524,high,prophet,9.174412701928365,9.351236753186177,inf,0.0,256.8835556539942
TX_1,HOUSEHOLD_1_434,high,sarima,0.9452224489792262,1.3191039434535403,0.6455177700345935,41.0,26.466228571418334
TX_1,HOUSEHOLD_1_434,high,prophet,0.9953355482195274,1.2497772757189092,0.6797413500035797,41.0,27.869395350146767
CA_1,HOUSEHOLD_1_066,high,sarima,2.0437481966085715,2.7288939279042106,0.3060157727542246,187.0,57.22494950504
CA_1,HOUSEHOLD_1_066,high,prophet,2.1795131367610527,2.8093867929398924,0.3263442129909598,187.0,61.02636782930948
CA_1,FOODS_3_646,high,sarima,1.991141606113928,2.314448116812388,0.995570803056964,56.0,55.751964971189985
CA_1,FOODS_3_646,high,prophet,1.6623465025330515,2.190065639279095,0.8311732512665259,56.0,46.545702070925444
CA_1,FOODS_3_154,high,sarima,1.5416677519183064,2.326171836260545,0.8301287894944728,52.0,43.16669705371258
CA_1,FOODS_3_154,high,prophet,1.5217996690490807,2.306038708399899,0.8194305910264281,52.0,42.61039073337426
TX_1,FOODS_1_099,high,sarima,2.342847738402955,2.878797266605188,0.4287564488580571,153.0,65.59973667528274
TX_1,FOODS_1_099,high,prophet,2.135426245190301,2.7836409986703,0.3907969599041074,153.0,59.791934865328436
TX_1,FOODS_2_349,high,sarima,1.597735113919421,1.9012939592709592,0.9941462931054174,45.0,44.73658318974378
TX_1,FOODS_2_349,high,prophet,1.0356558451679474,1.256504205734303,0.6444080814378339,45.0,28.998363664702527
TX_1,FOODS_3_124,high,sarima,2.303675690763612,2.649656931432773,1.0750486556896854,60.0,64.50291934138113
TX_1,FOODS_3_124,high,prophet,1.7291680717954152,2.0664279434421973,0.8069451001711937,60.0,48.416706010271625
CA_1,FOODS_2_353,high,sarima,1.2598473489998403,1.6986567451108443,1.1379266378063075,31.0,35.275725771995525
CA_1,FOODS_2_353,high,prophet,1.1220124667673288,1.551521047876324,1.013430615144684,31.0,31.416349069485207
TX_1,FOODS_3_741,high,sarima,1.388548763111837,1.7238899136488013,0.8099867784819049,48.0,38.879365367131435
TX_1,FOODS_3_741,high,prophet,1.3432828067645437,1.7473401713981391,0.7835816372793172,48.0,37.611918589407225
CA_1,FOODS_3_185,high,sarima,1.1714534853421383,1.4228457639342058,0.6833478664495808,48.0,32.800697589579876
CA_1,FOODS_3_185,high,prophet,0.9998085116129076,1.4399161497641233,0.5832216317741962,48.0,27.994638325161414
TX_1,HOUSEHOLD_2_225,high,sarima,1.6134068044129657,1.876106736087312,0.4428959855251277,102.0,45.17539052356304
TX_1,HOUSEHOLD_2_225,high,prophet,1.6573649443756653,1.9155795738293495,0.4549629259070454,102.0,46.40621844251863
CA_1,FOODS_3_546,high,sarima,1.9920743032359445,2.3952447194566107,0.416254332019451,134.0,55.77808049060644
CA_1,FOODS_3_546,high,prophet,2.6341723256514844,3.009719002272865,0.5504240680465788,134.0,73.75682511824157
TX_1,FOODS_2_086,high,sarima,0.8691711144048468,1.2353407697395171,0.7374785213132034,33.0,24.33679120333571
TX_1,FOODS_2_086,high,prophet,0.8681239631573161,1.2112721626215197,0.7365900293456015,33.0,24.30747096840485
CA_1,HOUSEHOLD_1_409,high,sarima,3.1054029239226977,3.742571055758552,0.4649801169509922,187.0,86.95128186983554
CA_1,HOUSEHOLD_1_409,high,prophet,3.1070486571127414,3.660971313929938,0.4652265368938864,187.0,86.99736239915676
TX_1,FOODS_3_454,high,sarima,3.310666105024904,4.077104287632881,0.8663425321560497,107.0,92.69865094069732
TX_1,FOODS_3_454,high,prophet,3.723684408592972,4.19349613095325,0.9744220882299368,107.0,104.26316344060321
CA_1,HOUSEHOLD_1_434,high,sarima,1.2751605394038248,1.6353362941705445,0.4760599347107613,75.0,35.704495103307096
CA_1,HOUSEHOLD_1_434,high,prophet,1.2815731966226918,1.630128074374367,0.4784539934058049,75.0,35.88404950543537
CA_1,FOODS_3_504,high,sarima,1.1904980494298676,1.47810154338179,0.5376442803876821,62.0,33.33394538403629
CA_1,FOODS_3_504,high,prophet,1.4664223043583884,1.8827159871595147,0.6622552342263689,62.0,41.05982452203487
TX_1,HOBBIES_1_043,high,sarima,2.83709422464374,3.270171279626698,0.8925689695508394,89.0,79.43863829002473
TX_1,HOBBIES_1_043,high,prophet,2.644241074668417,3.287992208048921,0.8318960684350075,89.0,74.03875009071567
CA_1,FOODS_1_130,high,sarima,1.2241672732926865,1.6061105405696408,0.4896669093170746,70.0,34.276683652195224
CA_1,FOODS_1_130,high,prophet,1.2021299202680171,1.6392066118175157,0.4808519681072068,70.0,33.65963776750448
CA_1,FOODS_3_785,high,sarima,18.44780537720829,19.907107750656245,0.8623348089513058,599.0,516.5385505618322
CA_1,FOODS_3_785,high,prophet,14.7890588448584,16.85247091778326,0.691308259859825,599.0,414.0936476560352
CA_1,FOODS_3_080,high,sarima,4.056183831956242,5.689539397107085,0.2151006577552552,528.0,113.57314729477478
CA_1,FOODS_3_080,high,prophet,4.3011522696793865,6.031759841230785,0.2280914082405735,528.0,120.43226355102283
CA_1,FOODS_3_054,high,sarima,3.5933852090389204,4.671644380876407,0.9864194691479388,102.0,100.61478585308977
CA_1,FOODS_3_054,high,prophet,3.637318994411891,4.754340812200083,0.9984797239562052,102.0,101.84493184353295
TX_1,FOODS_3_413,high,sarima,1.195710626259611,1.4455972680311917,0.7439977230059804,45.0,33.47989753526911
TX_1,FOODS_3_413,high,prophet,1.0065744801715149,1.219855243416021,0.6263130098844981,45.0,28.184085444802417
TX_1,HOUSEHOLD_1_418,high,sarima,4.043362747541008,5.455746918907266,0.3180172947504163,356.0,113.21415693114822
TX_1,HOUSEHOLD_1_418,high,prophet,4.107230535110493,5.332472753761347,0.3230406038850949,356.0,115.00245498309381
CA_1,FOODS_3_477,high,sarima,1.7892669284430471,2.469875266629469,0.3274475424601655,153.0,50.09947399640532
CA_1,FOODS_3_477,high,prophet,1.888680464352469,2.4198176473288795,0.3456408692932623,153.0,52.883053001869136
CA_1,FOODS_3_265,high,sarima,1.0432956704943714,1.277220486821992,0.9128837116825752,32.0,29.2122787738424
CA_1,FOODS_3_265,high,prophet,1.0739913918103394,1.5273462018407582,0.9397424678340468,32.0,30.071758970689505
TX_1,FOODS_1_184,high,sarima,1.1665907234562678,1.4099571510711713,0.8595931646519868,38.0,32.664540256775496
TX_1,FOODS_1_184,high,prophet,1.6519069964123614,1.888916018636501,1.2171946289354243,38.0,46.25339589954612
CA_1,HOUSEHOLD_1_482,high,sarima,1.3830205557724375,1.6372418834053275,0.6050714931504414,64.0,38.72457556162825
CA_1,HOUSEHOLD_1_482,high,prophet,1.007655987323158,1.2194593430036884,0.4408494944538815,64.0,28.214367645048426
CA_1,FOODS_1_218,high,sarima,5.21137320648663,6.221748054673542,0.5424477687049281,269.0,145.91844978162564
CA_1,FOODS_1_218,high,prophet,5.228099233801374,6.189347725683731,0.5441887678306263,269.0,146.38677854643848
CA_1,HOUSEHOLD_1_062,high,sarima,1.1727064178980933,1.4869624558859147,0.8640994658196477,38.0,32.83577970114661
CA_1,HOUSEHOLD_1_062,high,prophet,1.1336975425003482,1.46411909680179,0.835356083947625,38.0,31.743531190009747
CA_1,FOODS_1_058,high,sarima,2.552878130804394,3.3922659518481413,0.9659538873313924,74.0,71.48058766252304
CA_1,FOODS_1_058,high,prophet,2.2694367693806097,3.0174164380420887,0.858705804630501,74.0,63.54422954265707
CA_1,HOUSEHOLD_1_458,high,sarima,4.139558152090358,5.208266163900608,0.7779035453592619,149.0,115.90762825853002
CA_1,HOUSEHOLD_1_458,high,prophet,4.307134473440798,5.417005666781123,0.8093943976935727,149.0,120.59976525634235
TX_1,FOODS_3_203,high,sarima,0.9106606671688968,1.1755826615002622,0.7968280837727847,32.0,25.49849868072911
TX_1,FOODS_3_203,high,prophet,0.90686429902918,1.1597130640303397,0.7935062616505324,32.0,25.39220037281704
CA_1,FOODS_3_242,high,sarima,0.5956792465078556,0.7140808752533566,0.7942389953438076,21.0,16.67901890221996
CA_1,FOODS_3_242,high,prophet,0.6604226465680936,0.7750175915779993,0.880563528757458,21.0,18.49183410390662
CA_1,HOUSEHOLD_2_225,high,sarima,1.078837938300621,1.4736293074349516,0.6566839624438563,46.0,30.207462272417388
CA_1,HOUSEHOLD_2_225,high,prophet,1.0532229207028898,1.528998872773738,0.641092212601759,46.0,29.490241779680915
CA_1,FOODS_3_059,high,sarima,1.176721680998731,1.3009636303334429,0.686420980582593,48.0,32.94820706796447
CA_1,FOODS_3_059,high,prophet,1.1866108121900871,1.318592970658727,0.6921896404442176,48.0,33.22510274132244
CA_1,FOODS_1_110,high,sarima,6.027362941528941,6.869645971010075,0.9428277226972646,179.0,168.76616236281035
CA_1,FOODS_1_110,high,prophet,5.6221057248476365,6.431843862000632,0.8794355323784012,179.0,157.41896029573383
TX_1,FOODS_2_183,high,sarima,2.61434734517714,3.747987605865241,0.4575107854059994,160.0,73.20172566495992
TX_1,FOODS_2_183,high,prophet,2.6637325779015475,3.813328350433516,0.4661532011327708,160.0,74.58451218124333
TX_1,HOUSEHOLD_1_331,high,sarima,0.8465844575514135,0.9774491001324608,0.7646569294012767,31.0,23.70436481143958
TX_1,HOUSEHOLD_1_331,high,prophet,0.8725348293246863,1.0136997674955932,0.7880959748739103,31.0,24.430975221091217
CA_1,FOODS_3_540,high,sarima,2.474793821724516,2.9774769979878064,0.444193762873631,156.0,69.29422700828644
CA_1,FOODS_3_540,high,prophet,3.864781657455334,4.562581856410362,0.6936787590304445,156.0,108.21388640874935
TX_1,HOUSEHOLD_1_051,high,sarima,1.6739921451418116,2.0675516181267977,0.2519988175482297,186.0,46.871780063970725
TX_1,HOUSEHOLD_1_051,high,prophet,1.7713114211000611,2.126058725057912,0.2666490311333425,186.0,49.596719790801714
TX_1,HOUSEHOLD_2_409,high,sarima,0.8039546710663517,1.0470239371096577,0.9787274256459932,23.0,22.510730789857845
TX_1,HOUSEHOLD_2_409,high,prophet,0.8059518290381167,1.0435858519146597,0.981158748394229,23.0,22.566651213067267
TX_1,HOBBIES_1_029,high,sarima,0.553106058508847,0.6955756146418236,0.5956526783941429,26.0,15.486969638247714
TX_1,HOBBIES_1_029,high,prophet,0.555376478147737,0.7168667966606384,0.5980977456975629,26.0,15.550541388136637
CA_1,FOODS_3_494,high,sarima,1.1440267136925577,1.49128656899669,0.7626844757950385,42.0,32.032747983391616
CA_1,FOODS_3_494,high,prophet,1.180134520797472,1.5666883494213997,0.7867563471983148,42.0,33.04376658232922
CA_1,FOODS_3_327,high,sarima,1.8095262877763327,2.0644442227949678,0.6413510893384472,79.0,50.66673605773732
CA_1,FOODS_3_327,high,prophet,1.8323548171117032,2.2077879183940605,0.6494422136598442,79.0,51.30593487912769
CA_1,FOODS_3_654,high,sarima,3.339191862187298,4.254153344950435,0.4100761936019488,228.0,93.49737214124434
CA_1,FOODS_3_654,high,prophet,3.344802475770101,4.330582147154039,0.410765216322644,228.0,93.65446932156283
CA_1,FOODS_3_355,high,sarima,1.5633493897545625,1.8168811895682957,0.5149856813309147,85.0,43.77378291312775
CA_1,FOODS_3_355,high,prophet,1.993073020130409,2.3738995766471445,0.6565417007488407,85.0,55.806044563651454
CA_1,FOODS_3_086,high,sarima,4.252193069249495,5.246984606092625,0.3791764520349868,314.0,119.06140593898587
CA_1,FOODS_3_086,high,prophet,4.485519623075872,5.820334942748901,0.3999826415481669,314.0,125.5945494461244
CA_1,HOBBIES_1_009,high,sarima,0.7871526796620106,1.9247344002503888,1.2244597239186832,18.0,22.040275030536296
CA_1,HOBBIES_1_009,high,prophet,0.7241114313261077,1.941030517131412,1.126395559840612,18.0,20.275120077131014
TX_1,FOODS_3_652,high,sarima,1.8314705055503104,2.098316765576288,0.5574040669066161,92.0,51.28117415540869
TX_1,FOODS_3_652,high,prophet,1.7619986675827426,2.1038442382653653,0.5362604640469216,92.0,49.33596269231679
CA_1,FOODS_3_660,high,sarima,1.2494300620216283,2.07102885826783,0.9995440496173028,35.0,34.98404173660559
CA_1,FOODS_3_660,high,prophet,1.2685630023354388,2.0557579954219363,1.014850401868351,35.0,35.51976406539229
TX_1,HOBBIES_1_074,high,sarima,1.141283829661224,1.2466125515219515,1.5217117728816318,21.0,31.955947230514273
TX_1,HOBBIES_1_074,high,prophet,1.0635617069556076,1.181877311326306,1.41808227594081,21.0,29.77972779475701
TX_1,FOODS_2_286,high,sarima,1.6564041921294703,2.2450466041780524,0.5456390279955903,85.0,46.37931737962517
TX_1,FOODS_2_286,high,prophet,1.7510578086990898,2.298724426389317,0.5768190428655825,85.0,49.029618643574516
TX_1,FOODS_3_587,high,sarima,7.357114513476515,8.517276148217778,0.4309606827977874,478.0,205.9992063773424
TX_1,FOODS_3_587,high,prophet,9.044855900756865,10.23123284315358,0.5298241950234146,478.0,253.2559652211922
TX_1,FOODS_3_361,high,sarima,0.9093833343078092,1.1086921669235468,0.6881819827194231,37.0,25.462733360618657
TX_1,FOODS_3_361,high,prophet,0.9110877922890606,1.1129465987553615,0.6894718428133432,37.0,25.510458184093697
CA_1,FOODS_3_127,high,sarima,2.0171576068864208,2.3186879651370957,0.5278543270356989,107.0,56.48041299281978
CA_1,FOODS_3_127,high,prophet,1.8651021882302683,2.226475847992498,0.4880641240228739,107.0,52.22286127044751
