store_id,item_id,volume_tier,model,mae,rmse,wmape,actual_sum,sum_abs_error
TX_1,FOODS_2_383,low,prophet,0.9416096875047176,1.23332858781402,1.2554795833396235,21.0,26.365071250132093
CA_1,HOBBIES_2_121,low,sarima,0.4026496704918776,0.9763890424456856,1.1274190773772574,10.0,11.274190773772574
CA_1,HOBBIES_2_121,low,prophet,0.5208346541668126,0.9420096268502252,1.4583370316670752,10.0,14.583370316670754
TX_1,HOBBIES_2_055,low,sarima,0.3754376110385387,0.7063337683625951,1.3140316386348854,8.0,10.512253109079083
TX_1,HOBBIES_2_055,low,prophet,0.3882548233080354,0.7108289359657222,1.358891881578124,8.0,10.871135052624991
CA_1,HOUSEHOLD_1_534,low,sarima,0.7541442208829281,0.8741353563017931,1.0558019092360993,20.0,21.116038184721987
CA_1,HOUSEHOLD_1_534,low,prophet,0.7391284115635782,0.8655252195181488,1.0347797761890096,20.0,20.69559552378019
TX_1,HOBBIES_2_147,low,sarima,1.3152476338276191,2.1082803338219094,1.0521981070620956,35.0,36.826933747173335
TX_1,HOBBIES_2_147,low,prophet,1.3239825134760763,2.1204413204864245,1.0591860107808613,35.0,37.071510377330135
CA_1,HOBBIES_1_375,low,sarima,0.1842637669660534,0.6236903562932552,1.0318770950098994,5.0,5.159385475049495
CA_1,HOBBIES_1_375,low,prophet,0.2154019834854851,0.6124727578983274,1.206251107518717,5.0,6.031255537593583
TX_1,FOODS_3_033,low,sarima,0.5162249128546053,0.5752548342462156,2.064899651418421,7.0,14.454297559928946
TX_1,FOODS_3_033,low,prophet,0.5074823757034731,0.5703316325392168,2.0299295028138924,7.0,14.209506519697246
CA_1,FOODS_2_007,low,sarima,0.7416898702810724,1.021081016120756,2.076731636787003,10.0,20.767316367870027
CA_1,FOODS_2_007,low,prophet,0.6259800322712403,0.9660127850174371,1.752744090359473,10.0,17.52744090359473
TX_1,HOBBIES_2_138,low,sarima,0.2953291072659318,0.411428285074046,4.134607501723045,2.0,8.26921500344609
